#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.base.inference.CompoundDistribution">
#    <distribution id="prior" spec="beast.base.inference.CompoundDistribution">
#        <distribution id="BICEPS.t:STEC_Clade2" linkedMean="true" ploidy="1.0" spec="biceps.BICEPS">
#            <parameter id="RealParameter.2" lower="0.0" name="populationShape" spec="beast.base.inference.parameter.RealParameter" upper="0.0">3.0</parameter>
#            <parameter id="BICEPSPopSize.t:STEC_Clade2" lower="0.0" name="populationMean" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <groupSizes dimension="7" estimate="false" id="BICEPSGroupSizes.t:STEC_Clade2" spec="beast.base.inference.parameter.IntegerParameter">1</groupSizes>
#            <treeIntervals id="BICEPSTreeIntervals.t:STEC_Clade2" spec="beast.base.evolution.tree.TreeIntervals">
#                <tree id="Tree.t:STEC_Clade2" spec="beast.base.evolution.tree.Tree">
#                    <trait id="dateTrait.t:STEC_Clade2" spec="beast.base.evolution.tree.TraitSet" traitname="date" value="13ER-4703|WY12a|SI|bovine|31/07/2013=31/07/2013,13ER-5169|WY12a|NI|bovine|28/08/2013=28/08/2013,14ER-2496|WY12a|NI|bovine|12/08/2014=12/08/2014,14ER-3009|WY12a|SI|bovine|18/09/2014=18/09/2014,36ST-1|WY12a|NI|bovine|23/08/2008=23/08/2008,ERL-04-3328|WY12a|NI|human|20/10/2004=20/10/2004,ERL-05-1243|WY12a|NI|human|24/03/2005=24/03/2005,ERL-06-677|WY12a|NI|human|17/02/2006=17/02/2006,ERL-07-3071|WY12a|SI|human|25/09/2007=25/09/2007,ERL-08-2124|WY12a|SI|human|12/06/2008=12/06/2008,ERL_051037|Y1|SI|human|24/03/2005=24/03/2005,ERL_07467|WY12a|NI|human|15/02/2007=15/02/2007,ERL_084313|Y2c|SI|human|28/11/2008=28/11/2008,ERL04-1335|WY12a||human|26/04/2004=26/04/2004,ERL04-2149|WY12a|NI|bovine|23/07/2004=23/07/2004,ERL04-3193|WY12a|SI|bovine|8/10/2004=8/10/2004,ERL04-3264|WY12a|SI|bovine|15/10/2004=15/10/2004,ERL05-2493|WY12a|NI|bovine|29/07/2005=29/07/2005,ERL05-623|WY12a|SI|bovine|8/12/2005=8/12/2005,ERL06-3117|WY12a|SI|bovine|21/08/2006=21/08/2006,ERL06-3513|WY12a|NI|bovine|11/09/2006=11/09/2006,ERL07-2638|WY12a|NI|bovine|26/08/2007=26/08/2007,ERL08-2000|SY2c|NI|human|30/05/2008=30/05/2008,ERL08949|WY12a|NI|human|5/03/2008=5/03/2008,ERL09-3051|WY12a|NI|human|23/09/2009=23/09/2009,ERL09-3411|WY1|SI|bovine|14/10/2009=14/10/2009,ERL093134|WY12a|SI|human|30/09/2009=30/09/2009,ERL10-2267|WY12a|SI|bovine|23/07/2010=23/07/2010,ERL101381|WY12a|SI|human|5/05/2010=5/05/2010,ERL101788|WY12a|NI|human|9/06/2010=9/06/2010,ERL11-2437|WY12a|NI|bovine|23/07/2011=23/07/2011,ERL11-2652|WY12a|SI|bovine|22/08/2011=22/08/2011,ERL11-411|AWY12a|NI|human|8/02/2011=8/02/2011,ERL111878|WY12a|NI|human|8/06/2011=8/06/2011,ERL112838|WY12a|SI|human|30/08/2011=30/08/2011,ERL12-857|Y1|NI|human|14/03/2012=14/03/2012,ERL121115|WY12a|NI|human|3/04/2012=3/04/2012,ERL121207|WY12a|SI|human|12/04/2012=12/04/2012,H12ESR-1893|WY1|SI|bovine|23/08/2012=23/08/2012,H12ESR-3001|WY12a|NI|bovine|17/09/2012=17/09/2012,H13ER-3948|WY12a|NI|human|6/06/2013=6/06/2013,H13ESR-1331|WY12a|SI|human|2/03/2013=2/03/2013,H14ER-1075|WY12a|SI|human|13/03/2014=13/03/2014,H14ER-1245|WY12a|NI|human|14/04/2014=14/04/2014,H174a|WY12a|NI|bovine|21/08/2009=21/08/2009,h25a|WY12a|NI|bovine|18/01/2010=18/01/2010">
#                        <taxa id="TaxonSet.STEC_Clade2" spec="beast.base.evolution.alignment.TaxonSet">
#                            <alignment filter="-" id="STEC_Clade2" spec="beast.base.evolution.alignment.FilteredAlignment">
#                                <constantSiteWeights dimension="4" id="IntegerParameter" lower="0" spec="beast.base.inference.parameter.IntegerParameter" upper="0">1334081 1350187 1350187 1334081</constantSiteWeights>
#                            </alignment>
#                        </taxa>
#                    </trait>
#                    <taxonset idref="TaxonSet.STEC_Clade2"/>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <prior id="BICEPSPopSizePrior.t:STEC_Clade2" name="distribution" x="@BICEPSPopSize.t:STEC_Clade2">
#            <LogNormal id="LogNormalDistributionModel.0" meanInRealSpace="true" name="distr">
#                <M id="Function$Constant.3" spec="beast.base.core.Function$Constant" value="1.0"/>
#                <S id="Function$Constant.4" spec="beast.base.core.Function$Constant" value="1.0"/>
#            </LogNormal>
#        </prior>
#        <distribution id="BMT_PropInvariablePrior.s:STEC_Clade2" spec="bmodeltest.math.distributions.BMTPrior">
#            <count id="hasInvariableSites.s:STEC_Clade2" spec="beast.base.inference.parameter.IntegerParameter">1</count>
#            <parameter id="BMT_ProportionInvariable.s:STEC_Clade2" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.1</parameter>
#            <Beta id="Beta.0" name="distr">
#                <alpha id="Function$Constant.0" spec="beast.base.core.Function$Constant" value="1.0"/>
#                <beta id="Function$Constant.1" spec="beast.base.core.Function$Constant" value="4.0"/>
#            </Beta>
#        </distribution>
#        <distribution id="BMT_RatesPrior.s:STEC_Clade2" spec="bmodeltest.math.distributions.NucleotideRevJumpSubstModelRatePrior">
#            <modelIndicator id="BMT_ModelIndicator.s:STEC_Clade2" lower="0" spec="beast.base.inference.parameter.IntegerParameter" upper="5">5</modelIndicator>
#            <substModel id="RevJump.s:STEC_Clade2" modelIndicator="@BMT_ModelIndicator.s:STEC_Clade2" spec="bmodeltest.evolution.substitutionmodel.NucleotideRevJumpSubstModel">
#                <parameter dimension="6" id="BMT_Rates.s:STEC_Clade2" lower="0.01" name="rates" spec="beast.base.inference.parameter.RealParameter" upper="100.0">1.0</parameter>
#                <frequencies data="@STEC_Clade2" id="BMTfreqs.s:STEC_Clade2" spec="bmodeltest.evolution.substitutionmodel.ModelFrequencies">
#                    <hasEqualFreqs id="hasEqualFreqs.s:STEC_Clade2" spec="beast.base.inference.parameter.BooleanParameter">false</hasEqualFreqs>
#                </frequencies>
#            </substModel>
#            <parameter idref="BMT_Rates.s:STEC_Clade2" name="x"/>
#            <Exponential id="BMT_RatesPrior.s:STEC_Clade2x" name="distr"/>
#        </distribution>
#        <distribution id="BMT_GammaShapePrior.s:STEC_Clade2" spec="bmodeltest.math.distributions.BMTPrior">
#            <count id="hasGammaRates.s:STEC_Clade2" spec="beast.base.inference.parameter.IntegerParameter">1</count>
#            <parameter id="BMT_gammaShape.s:STEC_Clade2" name="x" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <Exponential id="Exponential.1" name="distr">
#                <parameter estimate="false" id="RealParameter.1" lower="0.0" name="mean" spec="beast.base.inference.parameter.RealParameter" upper="0.0">1.0</parameter>
#            </Exponential>
#        </distribution>
#        <prior id="ClockPrior.c:STEC_Clade2" name="distribution">
#            <parameter id="clockRate.c:STEC_Clade2" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <Uniform id="Uniform.0" name="distr" upper="Infinity"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.base.inference.CompoundDistribution" useThreads="true">
#        <distribution data="@STEC_Clade2" id="treeLikelihood.STEC_Clade2" spec="beast.base.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:STEC_Clade2">
#            <siteModel gammaCategoryCount="4" hasGammaRates="@hasGammaRates.s:STEC_Clade2" hasInvariantSites="@hasInvariableSites.s:STEC_Clade2" id="BEASTModelTest.s:STEC_Clade2" proportionInvariant="@BMT_ProportionInvariable.s:STEC_Clade2" shape="@BMT_gammaShape.s:STEC_Clade2" spec="bmodeltest.evolution.sitemodel.BEASTModelTestSiteModel" substModel="@RevJump.s:STEC_Clade2">
#                <parameter estimate="false" id="BMT_mutationRate.s:STEC_Clade2" name="mutationRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            </siteModel>
#            <branchRateModel clock.rate="@clockRate.c:STEC_Clade2" id="StrictClock.c:STEC_Clade2" spec="beast.base.evolution.branchratemodel.StrictClockModel"/>
#        </distribution>
#    </distribution>
#    <distribution data="@STEC_Clade2" id="ConsensusWeights" spec="targetedbeast.edgeweights.ConsensusWeights" tree="@Tree.t:STEC_Clade2"/>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.STEC_Clade2	Tree.height	Tree.treeLength	clockRate	rateAC	rateAG	rateAT	rateCG	rateCT	rateGT	substmodel	BMT_ModelIndicator	BMT_gammaShape	BMT_ProportionInvariable	hasGammaRates	hasInvariableSites	ActivePropInvariable	ActiveGammaShape	hasEqualFreqs	BICEPS	PopSizes.1	PopSizes.2	PopSizes.3	PopSizes.4	PopSizes.5	PopSizes.6	PopSizes.7	GroupSizes.1	GroupSizes.2	GroupSizes.3	GroupSizes.4	GroupSizes.5	GroupSizes.6	GroupSizes.7	BICEPSPopSize
0	-1.9005400150008127E7	-1.9005337744099498E7	-62.40590863055122	-1.9005337744099498E7	12.979909192751844	42.315578428625145	0.38644828553094834	1.0	1.0	1.0	1.0	1.0	1.0	121321	5	1.0	0.1	1	1	0.1	1.0	0	-57.970100826974075	1.2103432309472868	1.8106666961872258	1.135990303007898	0.8987261946290238	2.111652296358364	0.7167784906702372	0.7914221816967648	7	7	7	6	6	6	6	1.0
1000	-7870686.805269258	-7870598.311151253	-88.49411800468518	-7870598.311151253	11.616392520830711	47.86830733872549	0.0017095542204729297	0.060353944947530436	1.3461964450600994	1.2123396563181235	1.114234315353885	0.2424768753034794	2.0243987630168823	123456	30	1.0	0.28557464185273673	1	1	0.28557464185273673	1.0	0	-79.6676253207784	0.6552887835938069	2.8511136910064465	2.1094379715468636	0.8110790271293443	4.678450138691022	2.7396262496594783	2.974483494343339	7	7	7	6	6	6	6	0.7173588512205666
2000	-7483763.517555634	-7483617.497734733	-146.01982090040192	-7483617.497734733	13.344463467419724	88.5063217804247	5.477210537365645E-5	0.060353944947530436	1.3461964450600994	1.0622165450207357	1.2183033518613389	0.27984467581742656	2.033085037292869	123456	30	0.5579176107780363	0.9086161505097468	1	1	0.9086161505097468	0.5579176107780363	0	-131.66486637958968	2.296167980247136	1.5030130190265303	9.225958745684885	9.275010417042541	30.61168310907966	12.430863315716637	3.012063312450611	7	7	7	6	6	6	6	0.6626343758279969
3000	-7461063.552137041	-7460887.696738741	-175.85539829971563	-7460887.696738741	17.28317706944943	127.67736764688934	1.5633746087015048E-6	1.00264374470704	1.1464462785673353	1.00264374470704	1.138884348470311	0.7067381388412334	1.00264374470704	121341	8	0.3194386015711469	0.9086161505097468	1	1	0.9086161505097468	0.3194386015711469	0	-162.73649207684616	10.734360402576828	18.74209259738617	12.4280286833518	18.166361761535	5.833490860408208	9.406165500036932	7.438699214353592	7	7	7	6	6	6	6	1.6937866105549826
4000	-7460175.779550198	-7459981.27074315	-194.50880704797316	-7459981.27074315	24.569083182108038	180.14634856231154	9.968605814208544E-7	0.7408770380695061	1.5182459238609878	0.7408770380695061	0.7408770380695061	1.5182459238609878	0.7408770380695061	121121	1	0.20679606120986696	0.9069125052233995	1	1	0.9069125052233995	0.20679606120986696	0	-183.26504396754672	26.596724505007693	13.627668250339598	31.95722339256677	25.87183443758103	11.342987009129464	9.219614935319928	16.579340310082078	7	7	7	6	6	6	6	2.5555818831899537
5000	-7459880.521798267	-7459663.336781499	-217.18501676770248	-7459663.336781499	45.7632444624664	274.4524654193298	7.531153786276095E-7	0.5710488089950123	2.032371816387212	0.5710488089950123	0.22210994024053918	2.032371816387212	0.5710488089950123	121321	5	0.20679606120986696	0.9069125052233995	1	1	0.9069125052233995	0.20679606120986696	0	-206.41424888286113	24.085895069394585	31.766931540773303	39.563738751623376	28.15008281313066	25.953440858325987	13.338363488530248	22.534961601300363	7	7	7	6	6	6	6	1.8501503286384364
6000	-7459710.99390774	-7459495.694105512	-215.29980222794555	-7459495.694105512	61.07287572014092	313.19854528919325	5.915124330677389E-7	0.6359376549601761	2.1245981221481642	0.307777591814884	0.17115085396843502	2.1245981221481642	0.6359376549601761	123421	23	0.09789615051483512	0.9069125052233995	1	1	0.9069125052233995	0.09789615051483512	0	-204.55622236173846	28.298299067155355	39.563353000831846	23.862811160097372	18.7237766597221	20.256440871760464	9.210924932239466	31.087306779642276	7	7	7	6	6	6	6	1.6162633902529764
7000	-7459642.287086394	-7459429.7723918175	-212.5146945764137	-7459429.7723918175	58.5615507469223	306.75448388259827	5.851122147028351E-7	0.6359376549601761	2.0459949360767107	0.4206721067725638	0.21546271115366297	2.0459949360767107	0.6359376549601761	123421	23	0.04278604522880706	0.9069125052233995	1	1	0.9069125052233995	0.04278604522880706	0	-199.55528731916743	13.877476229380253	38.49772331642606	32.184487030961094	23.54908252884057	22.85928666581176	12.623730777028191	21.2845791999992	7	7	7	6	6	6	6	3.917566450050346
8000	-7459555.249345129	-7459334.05025554	-221.19908958906345	-7459334.05025554	61.151839346666065	330.5625347929298	5.165793798409768E-7	0.6464094130170397	2.0873585263330927	0.4206721067725638	0.24214543861498644	1.9555649981143441	0.647849517147973	123456	30	0.028817807150968367	0.9069125052233995	1	1	0.9069125052233995	0.028817807150968367	0	-205.92322715849872	31.34843110916314	27.451983730296345	36.88880090035815	20.413117916205962	33.79221420361459	19.54303937208946	26.42713072121831	7	7	7	6	6	6	6	3.626098561006265
9000	-7459552.650276108	-7459333.695400695	-218.95487541256037	-7459333.695400695	61.09050917194465	325.2984505252522	5.165793798409768E-7	0.6491549324226934	2.2413120010222793	0.30107892824873317	0.24214543861498644	1.9171537672686143	0.6491549324226934	123451	27	0.0551986216069797	0.8020270658187615	1	1	0.8020270658187615	0.0551986216069797	0	-204.66919425749356	26.911830408365688	33.80418783010274	52.79376315372334	35.56771049187806	24.57594871850949	16.73102089027816	30.903830722178945	7	7	7	6	6	6	6	6.83172076815384
10000	-7459549.793812976	-7459333.728525339	-216.0652876374841	-7459333.728525339	63.01184279445913	330.92939396036405	5.165793798409768E-7	0.6710936976647068	2.2413120010222793	0.3451509778840784	0.19807338897964122	1.8732762367845874	0.6710936976647068	123451	27	0.09966087290857571	0.4311018557904927	0	1	0.4311018557904927	0.0	0	-204.50947179314335	49.88086807947469	45.224908396139355	22.89911041506475	35.54626362157312	23.979879454095002	8.775053368285407	16.90185159620089	7	7	7	6	6	6	6	7.856351814760369
11000	-7459558.398019977	-7459338.282031489	-220.11598848812378	-7459338.282031489	65.84319740679186	350.22026172652045	5.165793798409768E-7	0.7296398975252643	2.2745381032094865	0.30989363035452555	0.30989363035452555	1.6463948410309341	0.7296398975252643	123341	20	1.3929139405955837	0.6908850792736634	1	1	0.6908850792736634	1.3929139405955837	0	-204.2343061785529	30.40335189653191	24.88449258680194	39.28219901317684	41.68143133981783	23.437285063955454	7.656976248976179	29.351666240606743	7	7	7	6	6	6	6	11.292170965799773
12000	-7459551.255684505	-7459332.267161066	-218.98852343940652	-7459332.267161066	58.28565845343744	312.7032647816438	5.809279501653764E-7	0.6243364336151014	2.467572873728915	0.3012049182138473	0.3012049182138473	1.6813444226131875	0.6243364336151014	123341	20	1.3616056628246662	0.8922981350233855	1	1	0.8922981350233855	1.3616056628246662	0	-203.7445174335663	33.97533516254642	38.61832492452766	26.30099808316722	39.8468885584236	10.809598553181111	10.06508154243642	22.40485112727773	7	7	7	6	6	6	6	3.7156217784119154
13000	-7459559.032125058	-7459337.507908576	-221.52421648167038	-7459337.507908576	61.7497049971186	324.57387034821284	5.613054662288391E-7	0.5593464811497026	2.5119120230864227	0.3202518089628338	0.3202518089628338	1.7288913966885044	0.5593464811497026	123341	20	1.3616056628246662	0.7413568341686928	1	1	0.7413568341686928	1.3616056628246662	0	-199.8078901174825	47.9224121584482	32.20083833086463	65.34838177424609	20.183455663958846	19.332661337898376	5.524852394366976	19.611117621197874	7	7	7	6	6	6	6	37.03337285693691
14000	-7459541.400857581	-7459325.370815462	-216.03004211839163	-7459325.370815462	64.3844508864969	335.37159904377125	4.821200706423398E-7	0.6806886772642491	2.402031329221401	0.48083075886271165	0.16431725232819624	1.5914433050591932	0.6806886772642491	123451	27	0.7819591081996686	0.7413568341686928	1	0	0.0	0.7819591081996686	0	-206.98400167455785	17.224595772353744	23.00005281020869	46.91230329669686	30.09475786179701	11.18255997659863	10.501698203444327	20.519375526146554	7	7	7	6	6	6	6	2.9098532573759313
15000	-7459538.377517239	-7459322.833621667	-215.54389557288042	-7459322.833621667	68.82928982228714	345.54804795447996	4.821200706423398E-7	0.6710150842561613	2.4784358559519473	0.3605183683332514	0.16431725232819624	1.6546983548742824	0.6710150842561613	123451	27	0.6729314611252954	0.050383543588666806	1	1	0.050383543588666806	0.6729314611252954	0	-200.98235506139244	40.60425701026352	38.753206606950926	46.94036329109887	33.136905950408675	17.382935665019623	9.6422651820445	17.079197840704627	7	7	7	6	6	6	6	20.549546138717236
16000	-7459537.512508	-7459328.491026688	-209.02148131167777	-7459328.491026688	68.89099874047751	328.29772976137076	5.201164044860621E-7	0.6273278415618603	2.5029690390163513	0.37246705439389954	0.21520986859174604	1.6546983548742824	0.6273278415618603	123451	27	0.4307485202086496	0.07866647693607637	0	1	0.07866647693607637	0.0	0	-201.35583160362646	34.59158212605261	14.877864686215116	29.76687638039319	35.24609249216824	7.667656492078306	13.0023597302141	29.991782768109324	7	7	7	6	6	6	6	3.624804383113868
17000	-7459540.0050426675	-7459330.281079016	-209.72396365160753	-7459330.281079016	65.7822058633588	324.1483849761335	5.201164044860621E-7	0.68131416969454	2.3821015396730645	0.37246705439389954	0.23149532297610853	1.6513077435678472	0.68131416969454	123451	27	1.2283917488858354	0.07866647693607637	1	1	0.07866647693607637	1.2283917488858354	0	-195.77105529231335	18.065624024177954	16.910530128353784	41.743331287025924	26.349544753247354	16.644283458979988	7.374623075476933	23.15612503635432	7	7	7	6	6	6	6	15.244475128358925
